,L_ANT,R_ANT,L_AG,R_AG,SL_ACT,HG_L,HG_R,GGP_L,GGP_R,IL_L,IL_R,SL,MH_L,MH_R,GGA_L,GGA_R,GGM_L,GGM_R,TRANS_L,TRANS_R,STY_L,STY_R,VERT_L,VERT_R,BI_CLOSE
1864,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1865,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1866,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1867,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1868,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1869,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1870,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1871,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1872,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1873,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1874,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1875,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1876,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0015
1877,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0015
1878,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0015
1879,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0015
1880,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.05,0.1,0.0015
1881,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0015
1882,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.05,0.1,0.0015
1883,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.1,0.1,0.0015
1884,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.125,0.25,0.0015
1885,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.0015
1886,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.125,0.25,0.0015
1887,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.25,0.25,0.0015
1888,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1889,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1890,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.05,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1891,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.1,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1892,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1893,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1894,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1895,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1896,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1897,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1898,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1899,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1900,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1901,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1902,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1903,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1904,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1905,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1906,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.05,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1907,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.1,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1908,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1909,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1910,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1911,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1912,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1913,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1914,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1915,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1916,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1917,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1918,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1919,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.15,0.1,0.0,0.0,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1920,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.05,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1921,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1922,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.05,0.1,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1923,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1924,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.05,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1925,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1926,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.05,0.1,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1927,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.1,0.1,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1928,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1929,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1930,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1931,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1932,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1933,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1934,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1935,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1936,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1937,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1938,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1939,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1940,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1941,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1942,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1943,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1944,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1945,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1946,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1947,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1948,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.0,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1949,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1950,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.0,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1951,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1952,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1953,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1954,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1955,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1956,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0015
1957,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0015
1958,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0015
1959,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.15,0.1,0.0,0.0,0.0,0.0,0.0015
1960,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.1,0.1,0.0,0.0,0.05,0.1,0.0015
1961,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0015
1962,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.05,0.1,0.15,0.1,0.0,0.0,0.05,0.1,0.0015
1963,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.1,0.1,0.15,0.1,0.0,0.0,0.1,0.1,0.0015
1964,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1965,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1966,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1967,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1968,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1969,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1970,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.05,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1971,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1972,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1973,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1974,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.1,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1975,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1976,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
1977,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
1978,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.0,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
1979,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.0,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
1980,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.125,0.25,0.0015
1981,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.25,0.25,0.0015
1982,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.125,0.25,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.1,0.125,0.25,0.0015
1983,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.25,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.15,0.1,0.25,0.25,0.0015
1984,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1985,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1986,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.1,0.0,0.0,0.15,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.125,0.25,0.0015
1987,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.1,0.0,0.0,0.15,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.0015
1988,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.125,0.25,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1989,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1990,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.125,0.25,0.15,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1991,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.25,0.25,0.15,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0015
1992,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.1,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1993,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1994,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.15,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.0015
1995,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.15,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0015
1996,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.05,0.1,0.1,0.1,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1997,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
1998,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.375,0.25,0.25,0.05,0.1,0.15,0.1,0.05,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
1999,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.375,0.25,0.25,0.1,0.1,0.15,0.1,0.1,0.1,0.0,0.0,0.15,0.1,0.0,0.0,0.0015
2000,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.25,0.05,0.1,0.1,0.1,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.1,0.0015
2001,1.0,1,1.0,1,1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0015
2002,1.5,1,0.5,1,1,0.0,0.0,0.125,0.25,0.15,0.1,0.25,0.05,0.1,0.15,0.1,0.05,0.1,0.0,0.0,0.15,0.1,0.05,0.1,0.0015
2003,1.5,1,1.0,1,1,0.0,0.0,0.25,0.25,0.15,0.1,0.25,0.1,0.1,0.15,0.1,0.1,0.1,0.0,0.0,0.15,0.1,0.1,0.1,0.0015
2004,1.0,1,0.5,1,1,0.0,0.0,0.125,0.25,0.1,0.1,0.0,0.125,0.25,0.1,0.1,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0015
