,L_ANT,R_ANT,L_AG,R_AG,SL_ACT,HG_L,HG_R,SL,GGM_L,GGM_R,STY_L,STY_R,TRANS_L,TRANS_R,IL_L,IL_R,VERT_L,VERT_R,GGP_L,GGP_R,GGA_L,GGA_R,MH_L,MH_R
2985,1.0,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.1,0.1,0.2,0.25
2986,1.0,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25
2987,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.1,0.1,0.25,0.25
2988,1.2,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.12,0.1,0.2,0.25
2989,1.2,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.12,0.1,0.2,0.25
2990,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
2991,1.2,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.12,0.1,0.25,0.25
2992,1.0,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
2993,1.0,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
2994,1.0,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
2995,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
2996,1.2,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
2997,1.2,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
2998,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
2999,1.2,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
3000,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
3001,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
3002,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
3003,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.1,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
3004,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.12,0.1,0.12,0.1,0.3,0.25,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
3005,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.12,0.1,0.12,0.1,0.3,0.25,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
3006,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.12,0.1,0.12,0.1,0.3,0.25,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
3007,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.12,0.1,0.12,0.1,0.3,0.25,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
3008,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.1,0.1,0.08,0.1
3009,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.1,0.1,0.08,0.1
3010,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1
3011,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.1,0.1
3012,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.12,0.1,0.08,0.1
3013,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.12,0.1,0.08,0.1
3014,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.12,0.1,0.1,0.1
3015,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.12,0.1,0.1,0.1
3016,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
3017,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.1,0.1,0.2,0.25
3018,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
3019,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.1,0.1,0.25,0.25
3020,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
3021,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.12,0.1,0.2,0.25
3022,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
3023,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.3,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.12,0.1,0.25,0.25
3024,1.0,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.25,0.25,0.0,0.0
3025,1.0,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.2,0.25,0.25,0.25,0.0,0.0
3026,1.0,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0
3027,1.0,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0
3028,1.2,1,0.8,1,0.8,0.0,0.0,0.08,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.3,0.25,0.0,0.0
3029,1.2,1,0.8,1,1.0,0.0,0.0,0.1,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.2,0.25,0.3,0.25,0.0,0.0
3030,1.2,1,1.0,1,0.8,0.0,0.0,0.08,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.3,0.25,0.0,0.0
3031,1.2,1,1.0,1,1.0,0.0,0.0,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.25,0.25,0.3,0.25,0.0,0.0
3032,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.25,0.25,0.08,0.1
3033,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.25,0.25,0.25,0.08,0.1
3034,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1
3035,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1
3036,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.3,0.25,0.08,0.1
3037,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.2,0.25,0.3,0.25,0.08,0.1
3038,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.3,0.25,0.1,0.1
3039,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.0,0.25,0.25,0.3,0.25,0.1,0.1
3040,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.25,0.25,0.08,0.1
3041,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.25,0.25,0.08,0.1
3042,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1
3043,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.25,0.25,0.1,0.1
3044,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.3,0.25,0.08,0.1
3045,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.2,0.25,0.3,0.25,0.08,0.1
3046,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.3,0.25,0.1,0.1
3047,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.3,0.25,0.1,0.1
3048,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
3049,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
3050,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
3051,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
3052,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
3053,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
3054,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
3055,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
3056,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.25,0.25,0.2,0.25
3057,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.08,0.1,0.2,0.25,0.25,0.25,0.2,0.25
3058,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25
3059,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.25,0.25,0.25,0.25,0.25,0.25
3060,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.3,0.25,0.2,0.25
3061,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.08,0.1,0.2,0.25,0.3,0.25,0.2,0.25
3062,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.3,0.25,0.25,0.25
3063,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.1,0.1,0.25,0.25,0.3,0.25,0.25,0.25
3064,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.25,0.25,0.2,0.25
3065,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.25,0.25,0.2,0.25
3066,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
3067,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
3068,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.3,0.25,0.2,0.25
3069,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.2,0.25,0.3,0.25,0.2,0.25
3070,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25
3071,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25
3072,1.0,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
3073,1.0,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.25,0.25,0.2,0.25
3074,1.0,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
3075,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25
3076,1.2,1,0.8,1,0.8,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
3077,1.2,1,0.8,1,1.0,0.0,0.0,0.0,0.2,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.3,0.25,0.2,0.25
3078,1.2,1,1.0,1,0.8,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
3079,1.2,1,1.0,1,1.0,0.0,0.0,0.0,0.25,0.25,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.3,0.25,0.25,0.25
3080,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.2,0.25
3081,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.2,0.25
3082,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
3083,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
3084,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.2,0.25
3085,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.2,0.25
3086,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
3087,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
3088,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3089,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3090,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3091,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3092,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3093,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3094,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3095,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3096,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
3097,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
3098,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1
3099,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1
3100,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
3101,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.08,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.2,0.25,0.08,0.1,0.0,0.0,0.08,0.1
3102,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1
3103,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.25,0.25,0.25,0.1,0.1,0.0,0.0,0.1,0.1
3104,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.08,0.1
3105,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.08,0.1
3106,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
3107,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
3108,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.08,0.1
3109,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.0,0.0,0.08,0.1
3110,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
3111,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
3112,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3113,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3114,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3115,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3116,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3117,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.08,0.1,0.08,0.1,0.0,0.0,0.2,0.25
3118,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3119,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3,0.25,0.1,0.1,0.1,0.1,0.0,0.0,0.25,0.25
3120,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.2,0.25
3121,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.2,0.25
3122,1.0,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25
3123,1.0,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25
3124,1.2,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.2,0.25
3125,1.2,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.2,0.25,0.08,0.1,0.0,0.0,0.2,0.25
3126,1.2,1,1.0,1,0.8,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25
3127,1.2,1,1.0,1,1.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.12,0.1,0.25,0.25,0.1,0.1,0.0,0.0,0.25,0.25
3128,1.0,1,0.8,1,0.8,0.0,0.0,0.2,0.2,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.08,0.1,0.08,0.1,0.1,0.1,0.2,0.25
3129,1.0,1,0.8,1,1.0,0.0,0.0,0.25,0.2,0.25,0.1,0.1,0.0,0.0,0.1,0.1,0.08,0.1,0.08,0.1,0.1,0.1,0.2,0.25
